epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
52,149.744,0.06118,0.90517,0.98276,0.36316,0.000291119,0.000291119,0.000291119
53,152.853,0.08696,0.91379,0.98276,0.38623,0.000285298,0.000285298,0.000285298
54,156.164,0.09302,0.92241,0.98276,0.3761,0.000279476,0.000279476,0.000279476
55,158.757,0.06271,0.92241,0.98276,0.35614,0.000273655,0.000273655,0.000273655
56,161.648,0.08698,0.92241,0.98276,0.37463,0.000267834,0.000267834,0.000267834
57,164.536,0.06998,0.92241,0.98276,0.39685,0.000262013,0.000262013,0.000262013
58,167.727,0.0866,0.91379,0.98276,0.3504,0.000256192,0.000256192,0.000256192
59,170.688,0.06976,0.93966,0.98276,0.33228,0.00025037,0.00025037,0.00025037
60,173.893,0.07008,0.93103,0.98276,0.32013,0.000244549,0.000244549,0.000244549
61,176.756,0.07504,0.93103,0.98276,0.3194,0.000238728,0.000238728,0.000238728
62,179.364,0.07489,0.93103,0.98276,0.35242,0.000232907,0.000232907,0.000232907
63,181.775,0.09099,0.92241,0.98276,0.31256,0.000227086,0.000227086,0.000227086
64,184.289,0.05632,0.92241,0.98276,0.3605,0.000221264,0.000221264,0.000221264
65,187.591,0.09558,0.92241,0.98276,0.32654,0.000215443,0.000215443,0.000215443
66,190.181,0.09553,0.92241,0.98276,0.34082,0.000209622,0.000209622,0.000209622
67,192.953,0.07417,0.92241,0.98276,0.33057,0.000203801,0.000203801,0.000203801
68,195.907,0.06829,0.91379,0.98276,0.38849,0.00019798,0.00019798,0.00019798
69,198.824,0.0633,0.91379,0.98276,0.38159,0.000192158,0.000192158,0.000192158
70,201.511,0.08465,0.92241,0.98276,0.35339,0.000186337,0.000186337,0.000186337
71,204.604,0.0761,0.92241,0.98276,0.39752,0.000180516,0.000180516,0.000180516
72,207.292,0.06578,0.92241,0.98276,0.3974,0.000174695,0.000174695,0.000174695
73,210.205,0.04707,0.93103,0.98276,0.33859,0.000168874,0.000168874,0.000168874
74,212.97,0.09207,0.92241,0.98276,0.3811,0.000163052,0.000163052,0.000163052
75,216.274,0.05639,0.93103,0.98276,0.38354,0.000157231,0.000157231,0.000157231
76,219.207,0.06038,0.92241,0.98276,0.36157,0.00015141,0.00015141,0.00015141
77,222.293,0.05125,0.93103,0.98276,0.37854,0.000145589,0.000145589,0.000145589
78,225.077,0.10055,0.93103,0.98276,0.38397,0.000139768,0.000139768,0.000139768
79,227.907,0.07294,0.93103,0.98276,0.36377,0.000133946,0.000133946,0.000133946
80,230.528,0.07041,0.93103,0.98276,0.34045,0.000128125,0.000128125,0.000128125
81,233.723,0.05707,0.93103,0.98276,0.32556,0.000122304,0.000122304,0.000122304
82,236.648,0.07882,0.93103,0.98276,0.31494,0.000116483,0.000116483,0.000116483
83,239.868,0.07323,0.93103,0.98276,0.32532,0.000110662,0.000110662,0.000110662
84,242.705,0.06111,0.93103,0.98276,0.3501,0.00010484,0.00010484,0.00010484
85,245.826,0.07048,0.93103,0.98276,0.35754,9.90192e-05,9.90192e-05,9.90192e-05
86,249.127,0.0692,0.93103,0.98276,0.39368,9.3198e-05,9.3198e-05,9.3198e-05
87,252.171,0.06776,0.93103,0.98276,0.35278,8.73768e-05,8.73768e-05,8.73768e-05
88,254.683,0.07186,0.93103,0.98276,0.35632,8.15556e-05,8.15556e-05,8.15556e-05
89,257.913,0.10949,0.93103,0.98276,0.37036,7.57344e-05,7.57344e-05,7.57344e-05
90,260.459,0.05771,0.93103,0.98276,0.3678,6.99132e-05,6.99132e-05,6.99132e-05
91,269.38,0.07305,0.93103,0.98276,0.37183,6.4092e-05,6.4092e-05,6.4092e-05
92,271.804,0.07185,0.93103,0.98276,0.33893,5.82708e-05,5.82708e-05,5.82708e-05
93,274.461,0.0481,0.93103,0.98276,0.40048,5.24496e-05,5.24496e-05,5.24496e-05
94,276.855,0.06707,0.93103,0.98276,0.38593,4.66284e-05,4.66284e-05,4.66284e-05
95,279.477,0.05324,0.93103,0.98276,0.37,4.08072e-05,4.08072e-05,4.08072e-05
96,281.798,0.06527,0.93103,0.98276,0.35596,3.4986e-05,3.4986e-05,3.4986e-05
97,284.429,0.06357,0.93103,0.98276,0.35815,2.91648e-05,2.91648e-05,2.91648e-05
98,286.747,0.07692,0.93103,0.98276,0.34424,2.33436e-05,2.33436e-05,2.33436e-05
99,289.309,0.07459,0.93103,0.98276,0.36981,1.75224e-05,1.75224e-05,1.75224e-05
100,291.624,0.06385,0.93103,0.98276,0.38251,1.17012e-05,1.17012e-05,1.17012e-05
