epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
65,273.744,0.1163,0.86957,0.98551,0.70508,0.000215443,0.000215443,0.000215443
66,278.641,0.10966,0.86957,0.98551,0.5721,0.000209622,0.000209622,0.000209622
67,282.683,0.10392,0.84058,0.98551,0.69678,0.000203801,0.000203801,0.000203801
68,286.957,0.07378,0.85507,0.98551,0.51908,0.00019798,0.00019798,0.00019798
69,291.373,0.11758,0.84058,0.98551,0.5009,0.000192158,0.000192158,0.000192158
70,295.941,0.091,0.84783,0.98551,0.7207,0.000186337,0.000186337,0.000186337
71,300.041,0.08942,0.86232,0.98551,0.45755,0.000180516,0.000180516,0.000180516
72,304.712,0.11408,0.86957,0.98551,0.63924,0.000174695,0.000174695,0.000174695
73,309.357,0.1181,0.86232,0.98551,1.07959,0.000168874,0.000168874,0.000168874
74,313.758,0.09997,0.85507,0.98551,1.06828,0.000163052,0.000163052,0.000163052
75,317.822,0.08357,0.85507,0.98551,0.52869,0.000157231,0.000157231,0.000157231
76,321.996,0.10863,0.85507,0.98551,0.72314,0.00015141,0.00015141,0.00015141
77,326.789,0.07442,0.84058,0.98551,0.50903,0.000145589,0.000145589,0.000145589
78,331.303,0.07988,0.84058,0.98551,0.58276,0.000139768,0.000139768,0.000139768
79,336.066,0.12003,0.85507,0.98551,0.5887,0.000133946,0.000133946,0.000133946
80,340.608,0.07874,0.85507,0.98551,0.59066,0.000128125,0.000128125,0.000128125
81,344.948,0.10646,0.84058,0.98551,0.53426,0.000122304,0.000122304,0.000122304
82,348.908,0.11716,0.84058,0.98551,0.71712,0.000116483,0.000116483,0.000116483
83,352.528,0.08216,0.84058,0.98551,0.51961,0.000110662,0.000110662,0.000110662
84,356.34,0.09145,0.84783,0.98551,0.87614,0.00010484,0.00010484,0.00010484
85,360.144,0.10222,0.83333,0.98551,0.50798,9.90192e-05,9.90192e-05,9.90192e-05
86,364.209,0.10847,0.83333,0.98551,0.60107,9.3198e-05,9.3198e-05,9.3198e-05
87,368.098,0.10727,0.84783,0.98551,0.51721,8.73768e-05,8.73768e-05,8.73768e-05
88,371.777,0.08652,0.83333,0.98551,1.01432,8.15556e-05,8.15556e-05,8.15556e-05
89,374.774,0.11939,0.84058,0.98551,0.53849,7.57344e-05,7.57344e-05,7.57344e-05
90,377.628,0.07768,0.84783,0.98551,0.51021,6.99132e-05,6.99132e-05,6.99132e-05
91,388.211,0.09418,0.84058,0.98551,0.63688,6.4092e-05,6.4092e-05,6.4092e-05
92,391.563,0.09651,0.84783,0.98551,0.89803,5.82708e-05,5.82708e-05,5.82708e-05
93,394.48,0.101,0.85507,0.98551,1.12956,5.24496e-05,5.24496e-05,5.24496e-05
94,399.16,0.08541,0.85507,0.98551,0.89168,4.66284e-05,4.66284e-05,4.66284e-05
95,404.08,0.10828,0.84783,0.98551,0.53768,4.08072e-05,4.08072e-05,4.08072e-05
96,407.474,0.09523,0.84783,0.98551,0.48238,3.4986e-05,3.4986e-05,3.4986e-05
97,410.309,0.06955,0.85507,0.98551,0.94084,2.91648e-05,2.91648e-05,2.91648e-05
98,413.292,0.08561,0.85507,0.98551,0.74902,2.33436e-05,2.33436e-05,2.33436e-05
99,416.368,0.07862,0.84058,0.98551,0.92301,1.75224e-05,1.75224e-05,1.75224e-05
100,419.335,0.07953,0.85507,0.98551,0.91846,1.17012e-05,1.17012e-05,1.17012e-05
