epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
75,160.146,0.09651,0.94186,0.98837,0.2854,0.000157231,0.000157231,0.000157231
76,162.242,0.05653,0.94186,0.98837,0.33545,0.00015141,0.00015141,0.00015141
77,164.313,0.07992,0.94186,0.98837,0.33875,0.000145589,0.000145589,0.000145589
78,166.409,0.07554,0.94186,0.98837,0.46143,0.000139768,0.000139768,0.000139768
79,168.504,0.04733,0.94186,0.98837,0.63567,0.000133946,0.000133946,0.000133946
80,170.662,0.04966,0.94186,0.98837,0.35632,0.000128125,0.000128125,0.000128125
81,172.854,0.03535,0.94186,0.98837,0.45087,0.000122304,0.000122304,0.000122304
82,174.969,0.04498,0.94186,0.98837,0.36951,0.000116483,0.000116483,0.000116483
83,177.165,0.08063,0.94186,0.98837,0.23933,0.000110662,0.000110662,0.000110662
84,179.248,0.02811,0.93023,0.98837,0.33081,0.00010484,0.00010484,0.00010484
85,181.368,0.06063,0.94186,0.98837,0.5061,9.90192e-05,9.90192e-05,9.90192e-05
86,183.482,0.0579,0.94186,0.98837,0.30353,9.3198e-05,9.3198e-05,9.3198e-05
87,185.613,0.03509,0.93023,0.98837,0.51801,8.73768e-05,8.73768e-05,8.73768e-05
88,187.7,0.05402,0.94186,0.98837,0.23488,8.15556e-05,8.15556e-05,8.15556e-05
89,189.871,0.04398,0.93023,0.98837,0.45703,7.57344e-05,7.57344e-05,7.57344e-05
90,191.936,0.05639,0.93023,0.98837,0.22342,6.99132e-05,6.99132e-05,6.99132e-05
91,199.528,0.05211,0.93023,0.98837,0.37622,6.4092e-05,6.4092e-05,6.4092e-05
92,201.634,0.04508,0.93023,0.98837,0.39844,5.82708e-05,5.82708e-05,5.82708e-05
93,203.746,0.02444,0.93023,0.98837,0.35583,5.24496e-05,5.24496e-05,5.24496e-05
94,205.796,0.03699,0.94186,0.98837,0.25937,4.66284e-05,4.66284e-05,4.66284e-05
95,207.957,0.0341,0.94186,0.98837,0.23466,4.08072e-05,4.08072e-05,4.08072e-05
96,210.172,0.04207,0.93023,0.98837,0.53253,3.4986e-05,3.4986e-05,3.4986e-05
97,212.295,0.04561,0.94186,0.98837,0.26544,2.91648e-05,2.91648e-05,2.91648e-05
98,214.486,0.0601,0.94186,0.98837,0.29181,2.33436e-05,2.33436e-05,2.33436e-05
99,216.589,0.0365,0.94186,0.98837,0.44299,1.75224e-05,1.75224e-05,1.75224e-05
100,218.759,0.0464,0.94186,0.98837,0.41003,1.17012e-05,1.17012e-05,1.17012e-05
