epoch,train_loss,val_acc
1,1.3188644886016845,0.7931034482758621
2,0.2872423796591006,0.8620689655172413
3,0.13366947274459035,0.896551724137931
4,0.07474431254361805,0.9137931034482759
5,0.040996675052140885,0.9051724137931034
6,0.03675581169755835,0.9137931034482759
7,0.030400858703804642,0.8793103448275862
8,0.04054075465390557,0.8793103448275862
9,0.029046441142104175,0.8793103448275862
10,0.04113891752534791,0.9137931034482759
11,0.027648858779943303,0.8879310344827587
12,0.023298984838551598,0.9137931034482759
13,0.017412826905125064,0.896551724137931
14,0.011596522827289606,0.8793103448275862
15,0.011124468589887807,0.8879310344827587
16,0.013421429585371363,0.9137931034482759
17,0.011744194297414077,0.9224137931034483
18,0.00889684677001481,0.9051724137931034
19,0.007836061621967115,0.9051724137931034
20,0.008716699699871242,0.9224137931034483
21,0.006420631403299538,0.9051724137931034
22,0.004764158347572543,0.9051724137931034
23,0.004610857208455472,0.9051724137931034
24,0.006736628379623749,0.9051724137931034
25,0.004124889125018135,0.9051724137931034
26,0.005080470790057198,0.9051724137931034
27,0.006612473289041142,0.9051724137931034
28,0.005514025941589161,0.9051724137931034
29,0.004951558114813738,0.9137931034482759
30,0.007455151209509687,0.8879310344827587
31,0.008978204429149627,0.9137931034482759
32,0.005798191264467804,0.9137931034482759
33,0.008364619957160598,0.9137931034482759
34,0.026289560424261973,0.8362068965517241
35,0.05364162118811357,0.8793103448275862
36,0.0907061895100694,0.8189655172413793
37,0.10606230541279442,0.6379310344827587
38,0.12468841035115091,0.6982758620689655
39,0.12800349869226155,0.8189655172413793
40,0.09473509603425076,0.8620689655172413
41,0.1059128076779215,0.7155172413793104
42,0.06209789956870832,0.853448275862069
43,0.04271873480395267,0.8448275862068966
44,0.06778534359641765,0.8793103448275862
45,0.035684718356320734,0.896551724137931
46,0.039866049979862414,0.9137931034482759
47,0.032209121045705516,0.853448275862069
48,0.03729848207023583,0.8189655172413793
49,0.024437674215357554,0.8706896551724138
50,0.03321532840791502,0.9051724137931034
51,0.027552123315338243,0.8448275862068966
52,0.011176724934852438,0.853448275862069
53,0.008624617923541288,0.8448275862068966
54,0.009675159453242821,0.8706896551724138
55,0.009767079357253877,0.8879310344827587
56,0.022184223624828615,0.8706896551724138
57,0.01067083383959375,0.9051724137931034
58,0.007979978257790208,0.9224137931034483
59,0.0059111095719823715,0.9051724137931034
60,0.004717269442534368,0.9137931034482759
61,0.005828712361276542,0.9137931034482759
62,0.00478253818264133,0.9224137931034483
63,0.004724608962669185,0.9051724137931034
64,0.005151984564665901,0.9224137931034483
65,0.004426778493767702,0.9137931034482759
66,0.003726669864385928,0.9224137931034483
67,0.005148854161563673,0.9224137931034483
68,0.0036297898536155884,0.9137931034482759
69,0.0036009040632971417,0.9051724137931034
70,0.003395797829388788,0.9137931034482759
71,0.003184599876526351,0.9137931034482759
72,0.003660444961248064,0.9137931034482759
73,0.003398398098805429,0.9137931034482759
74,0.003648214339964876,0.9137931034482759
75,0.004146265480667353,0.9137931034482759
76,0.0031698728861336255,0.9137931034482759
77,0.0030786248159251715,0.9137931034482759
78,0.0026283479991712068,0.9137931034482759
79,0.002798358013755397,0.9051724137931034
80,0.003686034314726528,0.9137931034482759
81,0.001854928433895111,0.9224137931034483
82,0.001193703850853796,0.9224137931034483
83,0.0007130695647854162,0.9224137931034483
84,0.0004982228025083283,0.9224137931034483
85,0.007207539707765376,0.9224137931034483
86,0.009774760197308895,0.9137931034482759
87,0.004509640241433915,0.9137931034482759
88,0.005174129134393297,0.9137931034482759
89,0.0033886758910222467,0.9137931034482759
90,0.0039122573977434325,0.9137931034482759
91,0.004666822583561665,0.9137931034482759
92,0.003763683218674391,0.9137931034482759
93,0.004258047154626662,0.9137931034482759
94,0.0032730867989410302,0.9224137931034483
95,0.003662328719970231,0.9224137931034483
96,0.0036347635170616405,0.9137931034482759
97,0.00405198523872777,0.9224137931034483
98,0.005412301013405484,0.9137931034482759
99,0.002908036583225782,0.9137931034482759
100,0.005440993559559023,0.9224137931034483
