epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
27,85.3681,0.2273,0.89062,0.96875,0.49951,0.000436649,0.000436649,0.000436649
28,89.3592,0.22633,0.90625,0.97656,0.48907,0.000430828,0.000430828,0.000430828
29,93.2663,0.22766,0.91406,0.97656,0.46106,0.000425006,0.000425006,0.000425006
30,97.2018,0.20622,0.90625,0.97656,0.44214,0.000419185,0.000419185,0.000419185
31,101.679,0.20658,0.90625,0.97656,0.43384,0.000413364,0.000413364,0.000413364
32,106.331,0.18383,0.90625,0.96875,0.40906,0.000407543,0.000407543,0.000407543
33,110.746,0.1596,0.92188,0.96875,0.4054,0.000401722,0.000401722,0.000401722
34,115.243,0.18533,0.91406,0.96094,0.43933,0.0003959,0.0003959,0.0003959
35,119.557,0.17904,0.91406,0.96094,0.43542,0.000390079,0.000390079,0.000390079
36,123.343,0.14967,0.89844,0.96094,0.48511,0.000384258,0.000384258,0.000384258
37,126.846,0.15137,0.89844,0.96875,0.47986,0.000378437,0.000378437,0.000378437
38,129.759,0.13454,0.90625,0.97656,0.4527,0.000372616,0.000372616,0.000372616
39,132.856,0.15117,0.90625,0.97656,0.44598,0.000366794,0.000366794,0.000366794
40,135.882,0.13798,0.89844,0.97656,0.42444,0.000360973,0.000360973,0.000360973
41,138.853,0.12584,0.89062,0.97656,0.47644,0.000355152,0.000355152,0.000355152
42,141.906,0.1511,0.89062,0.97656,0.49365,0.000349331,0.000349331,0.000349331
43,146.094,0.16039,0.89062,0.97656,0.46533,0.00034351,0.00034351,0.00034351
44,149.686,0.17379,0.89062,0.96875,0.48578,0.000337688,0.000337688,0.000337688
45,153.633,0.14043,0.89844,0.96875,0.47778,0.000331867,0.000331867,0.000331867
46,157.54,0.12415,0.91406,0.96875,0.43579,0.000326046,0.000326046,0.000326046
47,161.318,0.14419,0.90625,0.96875,0.47876,0.000320225,0.000320225,0.000320225
48,164.756,0.16021,0.88281,0.97656,0.48621,0.000314404,0.000314404,0.000314404
49,168.763,0.121,0.90625,0.97656,0.47229,0.000308582,0.000308582,0.000308582
50,172.793,0.14847,0.89844,0.96875,0.4884,0.000302761,0.000302761,0.000302761
51,176.976,0.13584,0.89844,0.97656,0.46875,0.00029694,0.00029694,0.00029694
52,180.946,0.1056,0.89844,0.97656,0.47131,0.000291119,0.000291119,0.000291119
53,185.058,0.11359,0.90625,0.98438,0.44836,0.000285298,0.000285298,0.000285298
54,188.629,0.12436,0.90625,0.98438,0.48486,0.000279476,0.000279476,0.000279476
55,192.891,0.12177,0.91406,0.97656,0.47034,0.000273655,0.000273655,0.000273655
56,196.382,0.11917,0.875,0.97656,0.50757,0.000267834,0.000267834,0.000267834
57,200.477,0.13237,0.90625,0.98438,0.49939,0.000262013,0.000262013,0.000262013
58,204.737,0.08448,0.89844,0.97656,0.47717,0.000256192,0.000256192,0.000256192
59,208.394,0.09681,0.90625,0.97656,0.46118,0.00025037,0.00025037,0.00025037
60,211.389,0.0722,0.90625,0.97656,0.48901,0.000244549,0.000244549,0.000244549
61,214.263,0.09253,0.89062,0.97656,0.48242,0.000238728,0.000238728,0.000238728
62,217.794,0.10171,0.89062,0.97656,0.49048,0.000232907,0.000232907,0.000232907
63,220.65,0.1001,0.89062,0.97656,0.48962,0.000227086,0.000227086,0.000227086
64,224.123,0.1081,0.89844,0.97656,0.49048,0.000221264,0.000221264,0.000221264
65,228.191,0.13043,0.90625,0.97656,0.49292,0.000215443,0.000215443,0.000215443
66,231.967,0.09057,0.89062,0.97656,0.51245,0.000209622,0.000209622,0.000209622
67,235.879,0.08994,0.875,0.97656,0.53455,0.000203801,0.000203801,0.000203801
68,239.131,0.13145,0.875,0.97656,0.58545,0.00019798,0.00019798,0.00019798
69,242.237,0.11196,0.88281,0.97656,0.58508,0.000192158,0.000192158,0.000192158
70,245.853,0.10267,0.875,0.97656,0.58008,0.000186337,0.000186337,0.000186337
71,249.087,0.10394,0.875,0.97656,0.54028,0.000180516,0.000180516,0.000180516
72,252.172,0.0813,0.89844,0.97656,0.53125,0.000174695,0.000174695,0.000174695
73,255.475,0.11074,0.89062,0.97656,0.49451,0.000168874,0.000168874,0.000168874
74,258.955,0.08784,0.89844,0.97656,0.50659,0.000163052,0.000163052,0.000163052
75,261.636,0.10086,0.88281,0.97656,0.48914,0.000157231,0.000157231,0.000157231
76,264.357,0.07573,0.89844,0.97656,0.47717,0.00015141,0.00015141,0.00015141
77,267.593,0.06668,0.90625,0.97656,0.47296,0.000145589,0.000145589,0.000145589
78,271.603,0.08127,0.89844,0.97656,0.46948,0.000139768,0.000139768,0.000139768
79,275.715,0.09359,0.88281,0.97656,0.47534,0.000133946,0.000133946,0.000133946
80,279.377,0.08125,0.88281,0.97656,0.47949,0.000128125,0.000128125,0.000128125
81,282.615,0.07493,0.89062,0.97656,0.5,0.000122304,0.000122304,0.000122304
82,286.828,0.07468,0.88281,0.97656,0.50537,0.000116483,0.000116483,0.000116483
83,290.298,0.0691,0.88281,0.97656,0.50879,0.000110662,0.000110662,0.000110662
84,293.583,0.06406,0.88281,0.97656,0.50562,0.00010484,0.00010484,0.00010484
85,297.108,0.07231,0.88281,0.97656,0.4967,9.90192e-05,9.90192e-05,9.90192e-05
86,300.245,0.0744,0.88281,0.97656,0.49884,9.3198e-05,9.3198e-05,9.3198e-05
87,304.369,0.08208,0.88281,0.97656,0.5022,8.73768e-05,8.73768e-05,8.73768e-05
88,307.93,0.0616,0.88281,0.97656,0.51721,8.15556e-05,8.15556e-05,8.15556e-05
89,310.979,0.09595,0.88281,0.97656,0.50647,7.57344e-05,7.57344e-05,7.57344e-05
90,314.423,0.07428,0.875,0.97656,0.50146,6.99132e-05,6.99132e-05,6.99132e-05
91,325.716,0.08454,0.88281,0.97656,0.51184,6.4092e-05,6.4092e-05,6.4092e-05
92,328.414,0.08882,0.875,0.97656,0.51245,5.82708e-05,5.82708e-05,5.82708e-05
93,331.154,0.08677,0.88281,0.97656,0.51379,5.24496e-05,5.24496e-05,5.24496e-05
94,333.797,0.05629,0.875,0.97656,0.52441,4.66284e-05,4.66284e-05,4.66284e-05
95,336.382,0.08652,0.88281,0.97656,0.52551,4.08072e-05,4.08072e-05,4.08072e-05
96,339.087,0.05547,0.875,0.97656,0.52637,3.4986e-05,3.4986e-05,3.4986e-05
97,341.718,0.08941,0.88281,0.97656,0.51733,2.91648e-05,2.91648e-05,2.91648e-05
